n,aa,n_res,n_samples,xi_exp,xi_exp_R2,xi_exp_saturated,xi_exp_A,xi_exp_c,xi_log,xi_log_R2,xi_log_p,pl_alpha,pl_R2,spearman_r,spearman_p
30,L,30,250,1521.9360738579467,0.9400410817498275,False,2.0064767984394845,-0.9999999999999999,21.617319044456103,0.8367855633292002,3.893090755092399e-12,0.005501138039400169,0.6580444338427538,-0.9995073891625613,3.923749270358064e-42
30,S,30,250,1409.0909862624487,0.9891940585540155,False,2.0041348268054726,-0.999999317850872,20.476965166942126,0.9178740070246306,3.5075538408854133e-16,0.006275332881610578,0.7731984444471729,-0.9999999999999998,8.376948343984638e-209
31,E,31,250,1173.7977532011414,0.994190198920847,False,2.0040989469869617,-0.9999993990285703,19.18701545089282,0.9250081031632799,2.7570575533830573e-17,0.007827968002785636,0.7923435392302319,-1.0,0.0
31,G,31,250,1047.1816618488785,0.9958001838373481,False,2.0047397652866725,-0.9999997978172663,17.158694942123255,0.9353163357704484,3.4604590256358014e-18,0.008805545774230757,0.800499136283088,-1.0,0.0
31,K,31,250,240.57529528031156,0.9981285093020091,False,2.009688019254734,-0.9999999998534616,12.427333792065147,0.8713424313135046,5.4246394827486844e-14,0.03814173485492697,0.830167324009376,-1.0,0.0
31,L,31,250,1039.552887896423,0.9399976070042293,False,2.009885017791467,-0.9999999995492667,19.676923745671512,0.8114034749568232,1.185853339197946e-11,0.008268793371696254,0.6560405916306036,-0.9995550611790878,2.9102880018528105e-44
31,S,31,250,1290.9572397190032,0.9909478026307185,False,2.0045609476807544,-0.9999996663793752,18.371996009646523,0.9288730928121994,1.3118342141341412e-17,0.007062132243796369,0.7766611380498596,-1.0,0.0
32,E,32,250,934.6983495591966,0.9554227536192519,False,2.006437736664164,-0.9999999999999999,22.599528833849405,0.762150947917094,1.506863346018287e-10,0.009786762272816208,0.7141171155563435,-1.0,0.0
32,G,32,250,842.5698669377706,0.9820441476531677,False,2.0065514587233437,-0.9999999999999881,18.699064160652238,0.8528897948524095,1.3489196033019294e-13,0.010993629120608719,0.7540900575243105,-1.0,0.0
32,K,32,250,163.35531871961803,0.9536968086725738,False,2.0245572171690407,-0.9999999999999999,17.67050471496226,0.547130948977613,1.988867193399941e-06,0.05489815038086982,0.732099964557053,-1.0,0.0
32,L,32,250,1320.7514655650298,0.9413558801290094,False,2.0080173065500415,-0.9999999979785681,21.45632657029919,0.828066288128102,1.311702906878453e-12,0.006703714856766393,0.6563172802002937,-0.9995967741935484,2.0477529566940673e-46
32,S,32,250,1299.3804921959036,0.9916861452486679,False,2.004513164424279,-0.9999994579345529,19.08671352247686,0.9243259392738041,8.46598268549192e-18,0.00722047897700691,0.7769439590905108,-1.0,0.0
33,E,33,250,737.9193647009852,0.996135406173799,False,2.005981808996011,-0.9999999999999999,17.05395381277322,0.9065053596548927,5.5142583901574845e-17,0.013177470305468843,0.7997647324162134,-1.0,0.0
33,G,33,250,831.8734437796016,0.9899858730523964,False,2.0077475633953448,-0.9999999999999999,17.83654437081726,0.8962714620759306,2.633039312035007e-16,0.011515258697018135,0.7694830649583737,-1.0,0.0
33,K,33,250,198.7906277456931,0.9887407581130553,False,2.0186341802902996,-0.999999999996018,15.894783570606098,0.7228305611706219,7.351173436117207e-10,0.047518971025110365,0.789353356507024,-1.0,0.0
33,L,33,250,981.2460988588687,0.9400087875982897,False,2.0111690545382936,-0.9999999968938634,20.046221899546595,0.8039752464511096,3.877493522813436e-12,0.00924282294149397,0.6525586653517301,-0.9996334310850439,1.3693062809900623e-48
33,S,33,250,1396.404302695461,0.9932966132684056,False,2.004149662700703,-0.999999202496088,20.122456898493038,0.93282609575499,3.8185391614778254e-19,0.006930627050667659,0.7824653116430016,-1.0,0.0
34,E,34,250,1072.4305895824791,0.9910443361966882,False,2.0061245631894193,-0.9999999999999999,18.927610398768653,0.9158942959048737,3.2020527714624956e-18,0.009197791128807493,0.7706985090348372,-1.0,0.0
34,G,34,250,650.4291839260567,0.994906356934872,False,2.008544940414587,-0.9999999999999999,15.964294423598016,0.9074699401513239,1.412189620258832e-17,0.015253248802666876,0.7900716198423848,-1.0,0.0
34,K,34,250,297.25942540414735,0.9919369759029921,False,2.0091385653629246,-0.9999999999999999,16.829574076832685,0.784041576099906,7.669521828566241e-12,0.03342095415478802,0.8119715026054564,-1.0,0.0
34,L,34,250,1113.9885874348342,0.940953810535548,False,2.0100963558320446,-0.9999999999999987,21.14557737289371,0.8139203783177459,7.496119221270467e-13,0.008366326875506452,0.6523015535321323,-0.9996657754010695,8.7162384062173e-51
34,S,34,250,1169.9769699898493,0.9935993589623908,False,2.005157188118034,-0.9999999999999999,18.969509957894854,0.9336432159275628,8.053022022416065e-20,0.00849995894763992,0.7845872530446205,-1.0,0.0
35,E,35,250,349.7041285528271,0.5701949600119874,False,2.033205174950308,-0.9999999999999826,32.654952797603485,0.23861951198289275,0.003376859740081297,0.024914745087964877,0.3343432150454344,-1.0,0.0
35,G,35,250,759.914741360045,0.9925556755660778,False,2.0081523077255112,-0.9999999999999999,17.299363382524785,0.8886726814444573,8.234611920070077e-17,0.01331936144782053,0.7755667191914455,-1.0,0.0
35,K,35,250,109.02341120730712,0.9966341119647507,False,0.8198611107603931,0.19334429778560788,13.30208651065474,0.9150755689026265,1.0680426005064007e-18,0.03492495514799349,0.8332752640975869,-1.0,0.0
35,L,35,250,1003.7576300558198,0.942023692734489,False,2.0115419634879284,-0.9999999983580586,20.75699115691366,0.8088904732735752,4.892996273737039e-13,0.009520546420241121,0.6522502313849314,-0.999694423223835,5.28982497353886e-53
35,S,35,250,1191.3233605047246,0.9930260792233859,False,2.0050246962157385,-0.9999993720572725,18.950436368087004,0.9296373801750879,5.2278860068741965e-20,0.008555247634429724,0.7809831427944454,-1.0,0.0
36,E,36,250,529.4939682860512,0.77318981869664,False,2.017917370159905,-0.9999999999999998,31.347394304662416,0.3843794332264571,7.121897934380139e-05,0.01796163870950656,0.5092302867751975,-1.0,0.0
36,G,36,250,765.9809621886137,0.9920820189692082,False,2.0082055101819285,-0.9999998802191272,18.996310578014487,0.8881346195059131,2.931455077008264e-17,0.01354370500163786,0.7736740828891117,-1.0,0.0
36,K,36,250,165.9301785584863,0.9201456811388187,False,2.028983566687616,-0.9999999999999999,17.21921343565011,0.5497155396966079,3.484988476138745e-07,0.058280965873458185,0.6661632871773311,-1.0,0.0
36,L,36,250,822.7818752357335,0.9402556926183294,False,2.0145333233196534,-0.999999999284347,20.379081846632268,0.7896849304337361,1.0346184979707289e-12,0.011869534050542935,0.6480418940181036,-0.9997198879551822,3.065306240974031e-55
36,S,36,250,853.1577543092841,0.9885076050884409,False,2.0084847179007443,-0.9999999999999999,18.57474643006527,0.8983376907557477,6.017546134045041e-18,0.012074511647152262,0.7585014120003772,-1.0,0.0
37,E,37,250,882.5120675592271,0.8891548834935626,False,2.0094288296902203,-0.9999999999999999,29.73739067944922,0.6004927561696519,2.897136996640219e-08,0.011462645777121243,0.6244113889610503,-1.0,0.0
37,G,37,250,688.1717205687851,0.9899195069395579,False,2.0104716297204304,-0.9999999999998263,18.10123216262542,0.8740227612447105,7.336501554445155e-17,0.01533075419160271,0.7614984797246576,-1.0,0.0
37,K,37,250,82.03656266025618,0.9941793947543677,False,0.8517625030194137,0.16957133886878276,12.644707124421249,0.91511603248237,8.733608340241759e-20,0.04809031877993308,0.8278443665335383,-1.0,0.0
37,L,37,250,751.0136890363839,0.9409704868742677,False,2.0162477167800628,-0.9999999999997412,20.16758002198531,0.7844412984536345,7.129914756288721e-13,0.01330961057156625,0.6475668023675214,-0.9997425997425998,1.698343714876701e-57
37,S,37,250,1242.3959274590563,0.9949877333408186,False,2.0048151470235784,-0.9999996787489068,20.125150115858883,0.932951121320368,1.5698968891718446e-21,0.008655511569925977,0.7868714561912609,-1.0,0.0
38,E,38,250,865.2406424868451,0.9321699882396501,False,2.0098552917747097,-0.9999999988321311,28.695919667180636,0.6689248668727352,6.414953336276606e-10,0.012153115992873794,0.6745074126663959,-0.9999999999999999,1.547064082022545e-275
38,G,38,250,720.895270955126,0.9900982104844622,False,2.0086361526874703,-0.999999998801514,19.781053157789817,0.8682813097478895,5.61745896267115e-17,0.015028987371019636,0.7644092479126251,-0.9999999999999999,1.547064082022545e-275
38,K,38,250,182.3622239004943,0.9882415458266011,False,2.0277070196786084,-0.9999999999999873,18.25121635554143,0.7147757286939546,4.5804934440251356e-11,0.057772731377480645,0.7732905589584864,-0.9999999999999999,1.547064082022545e-275
38,L,38,250,745.1771120534223,0.9406121548464887,False,2.01687196438076,-0.9999999999999999,21.100002953069787,0.7820020247425885,3.980176835786262e-13,0.01372506359447987,0.6457533940655857,-0.9997629208155523,9.008669340996354e-60
38,S,38,250,1142.5452237775598,0.9938892955183979,False,2.0044136455503407,-0.9999994068659044,18.86495235955737,0.9540837917850377,5.25839510986005e-25,0.009762461489463917,0.8067685590011184,-0.9999999999999999,1.547064082022545e-275
39,E,39,250,655.1885795779942,0.9110773492174411,False,2.013450156870998,-0.9999999999999999,29.384878541016956,0.5873520262689786,2.0372896039983413e-08,0.01624305390858284,0.647788132989034,-1.0,0.0
39,G,39,250,807.8184074606191,0.9763835277396458,False,2.0078371199770033,-0.9999999999973883,25.02760012853855,0.7892521220257781,9.928881392020099e-14,0.013683677145326494,0.7462959837990819,-1.0,0.0
39,K,39,250,197.2709025894708,0.9668447805354274,False,2.0369286631649866,-0.9999999999999999,19.00455951091307,0.6721333965410785,3.049152582842375e-10,0.053354217997416166,0.713594610568165,-1.0,0.0
39,L,39,250,925.7187814716908,0.9429350409996631,False,2.0138810223842687,-0.9999999981023242,21.9158320665103,0.801032312224014,3.501368393623796e-14,0.011341687255802074,0.6479432609075673,-0.9997811576758946,4.580485793297161e-62
39,S,39,250,204.84543191818165,0.9953182014175722,False,0.39678199932593305,0.6078040488848003,19.149059623727787,0.960995944464577,5.8738868222922786e-27,0.010316879158077986,0.8224618807982624,-1.0,0.0
40,E,40,250,291.1104347632581,0.5588918048613503,False,2.0453722727947596,-0.9999999999999999,38.159824792792186,0.21730380223545628,0.002780434396342175,0.03339655060208155,0.32327229410438707,-1.0,0.0
40,G,40,250,337.99756406731734,0.7306846840315324,False,2.0304843941131763,-0.9999999999999998,34.72746115548863,0.3085030714386612,0.00024219571833252067,0.030406086963217057,0.47156359997890973,-1.0,0.0
40,K,40,250,210.00383160024728,0.9939298499165456,False,2.0223434049267857,-0.9999999981903328,17.654988588448585,0.8028290409762088,1.301645464714022e-14,0.05327873258956528,0.7940117068937445,-1.0,0.0
40,L,40,250,665.3556090868061,0.9417900663573945,False,2.0198187937067638,-0.9999999999999999,20.90339558997214,0.7756803810421696,1.438606753310404e-13,0.016059563092994143,0.6446538450427387,-0.9997975708502025,2.2350213064577474e-64
40,S,40,250,369.593348722801,0.5869636914601357,False,2.032660541764789,-0.9999999999785124,39.596522939335586,0.22954509210100982,0.002030255368627998,0.026834325043078307,0.35039340768819593,-1.0,0.0
41,E,41,250,952.1102252993207,0.9820424215268564,False,2.009011275070423,-0.9999999999999999,22.285784325338007,0.8614981335756515,6.7218967877833606e-18,0.01203770539783692,0.7342126922164856,-1.0,0.0
41,G,41,250,766.467421938613,0.9963424950529101,False,2.007474192836604,-0.9999971975210373,18.686828686566606,0.9011179013650856,1.0910700017874726e-20,0.015336366129288435,0.7877661863797774,-1.0,0.0
41,K,41,250,182.077792899887,0.9913810248989754,False,2.024663119364,-0.9999999999999998,19.146948110167394,0.7415786517893064,1.0107493706281384e-12,0.06195487405155909,0.7804618065053224,-1.0,0.0
41,L,41,250,736.5784532665497,0.9409156125266461,False,2.01840334225434,-0.9999999999999996,22.130660230231538,0.778986200547351,5.062492949735844e-14,0.014834401990089086,0.6422746321732478,-0.9998123827392121,1.0477258152676955e-66
41,S,41,250,1058.4300906173619,0.996297478102147,False,2.005511263356345,-0.999999986677805,21.091170354444458,0.9129769074241165,9.571678269732733e-22,0.011140879939054936,0.7874063954316219,-1.0,0.0
42,E,42,250,927.4638409851176,0.9798569099122887,False,2.009912734119407,-0.9999999999999999,22.28037308022309,0.8573721394078901,4.388125836884439e-18,0.012567093635755464,0.725352056811492,-1.0,0.0
42,G,42,250,1004.6201348464917,0.9990294443578788,False,2.004178965190035,-0.9999999999999999,20.913798188646133,0.9271634900168095,8.610444232118758e-24,0.01215668457597744,0.8114610259827444,-1.0,0.0
42,K,42,250,197.84880507585993,0.9947034429996561,False,2.022957059185821,-0.9999999999999999,18.918187482160466,0.7816392344977905,1.8540133366729047e-14,0.05880166627080017,0.7931583029397975,-1.0,0.0
42,L,42,250,630.4425040565072,0.9398713060787914,False,2.022091174307329,-0.9999999982065505,21.91252180366465,0.765867116273653,7.292583864408595e-14,0.01764867169719237,0.6392731900574193,-0.9998257839721255,4.723472442969785e-69
42,S,42,250,1123.6910549600789,0.995805108941167,False,2.005037622892806,-0.9999999999999999,20.562976652761936,0.9401798956398938,1.8402078353020056e-25,0.01079515894925154,0.7963263380473558,-1.0,0.0
43,E,43,250,761.1412206929914,0.9869749473965093,False,2.010423335892713,-0.9999999999999999,21.184805158662066,0.8581261718390271,1.4715405987611665e-18,0.015789036570323392,0.7476404294935107,-1.0,0.0
43,G,43,250,812.0190976422734,0.9869577219352506,False,2.0061493225297315,-0.9999999999999999,26.631794158658494,0.8196768217000481,1.8203649801467582e-16,0.015079637086314959,0.7750473168335872,-1.0,0.0
43,K,43,250,162.33640172141335,0.9954527390189523,False,1.9752372719710787,-0.9538205379797442,12.080306766887142,0.8811744389084863,4.1925532161498787e-20,0.07099588567812795,0.8039366721052702,-1.0,0.0
43,L,43,250,609.5507342178839,0.9421691274079298,False,2.023178496850992,-0.9999999999999997,21.739928994042266,0.7685146191003794,2.7719019958518293e-14,0.01864567136727439,0.6413680023147981,-0.9998379385787213,2.0499910811943117e-71
43,S,43,250,1118.4660836455266,0.9924196659164666,False,2.004811091920218,-0.9999999999999999,25.057183242853817,0.8796872534455198,5.3809776412067653e-20,0.010981847703890477,0.7790426187042279,-1.0,0.0
44,E,44,250,799.291878748058,0.9841270400309065,False,2.0123094271406017,-0.9999999999999999,22.10762934580891,0.8644289338981613,2.1497541822122992e-19,0.015223040361914348,0.7319695291426485,-1.0,0.0
44,G,44,250,827.256445871468,0.9801718853323055,False,2.007035169425004,-0.9999999999999999,28.134423276409624,0.7933280396679379,1.2701394651120514e-15,0.014966156143123908,0.7539942710189305,-1.0,0.0
44,K,44,250,192.50575627034198,0.9966648504179256,False,1.642963084609298,-0.6249834955586756,14.053319796701876,0.8961323816870101,8.982442892923152e-22,0.0509936522501949,0.808745380420207,-1.0,0.0
44,L,44,250,582.7664380710245,0.9413451501166885,False,2.0248757940838247,-0.9999999999999999,22.085731865304478,0.7605426680005519,2.65087196191692e-14,0.019875500883052424,0.6392035920658183,-0.9998489882210813,8.57289162104658e-74
44,S,44,250,1218.233112540946,0.996486475846469,False,2.0041708365517428,-0.9999999653887834,22.263262652428736,0.9492689750914898,3.645666855801255e-28,0.010449993856903953,0.804904683884613,-1.0,0.0
45,E,45,250,1062.2554702980553,0.9832049949684436,False,2.0092877079153575,-0.9999999901933071,23.952934082578224,0.8701418931171273,3.1573634980965763e-20,0.01172044367905215,0.7300601455920671,-1.0,0.0
45,G,45,250,89.22616349224803,0.9995116012681898,False,0.13941387301716407,0.8618881282735853,25.681089171175223,0.9696391302395743,1.6699957163733834e-33,0.008375168539081325,0.865583697236886,-1.0,0.0
45,K,45,250,193.87402104189758,0.9729424173842613,False,2.027404242005951,-0.9999999999999998,25.695107456277526,0.5992922722101761,7.110767994486245e-10,0.06268533665962693,0.7505378506944219,-1.0,0.0
45,L,45,250,540.0510962500306,0.9420239130325897,False,2.0273877475178645,-0.9999999999999998,22.19065400001651,0.760943953044168,1.237367389646846e-14,0.02184267185767281,0.6386261229715,-0.9998590556730093,3.4576081916825524e-76
45,S,45,250,116.65721574018029,0.9947080484931768,False,0.21213516085220752,0.7922193427023085,20.802289922466297,0.9651988430111081,2.9412660979532684e-32,0.010125989385964965,0.8314301208078025,-1.0,0.0
46,E,46,250,555.6430398561916,0.8857308508638941,False,2.0217986094381573,-0.9999999999999999,32.91778414151628,0.5590771488015388,3.592724209178674e-09,0.021601478023822764,0.5958459048864405,-0.9999999999999999,0.0
46,G,46,250,1324.1282763970694,0.9942322123420746,False,2.001777567907992,-0.9999999999999999,28.475329281038967,0.8952660614473743,1.0900909834748875e-22,0.010062615073758848,0.8091765427085142,-0.9999999999999999,0.0
46,K,46,250,180.12344545204962,0.9927989640804735,False,2.0242129425252227,-0.9999999999999999,20.26902536096484,0.7582043722759476,7.654236872505317e-15,0.06879560796389854,0.7730564202133885,-0.9999999999999999,0.0
46,L,46,250,562.7286451560705,0.9417669908965601,False,2.026878618098199,-0.9999999999999999,22.690700195361988,0.7614994940607506,5.687115813900351e-15,0.02137980690557105,0.6372148799450067,-0.9998682476943345,1.346069147222264e-78
46,S,46,250,1005.9479167107706,0.9963447025353361,False,2.0061756578962417,-0.9999999650017791,21.8755769609161,0.9279788501605502,3.4163091603017655e-26,0.01303110456687161,0.7893049327833411,-0.9999999999999999,0.0
47,E,47,250,831.4587563478923,0.978057399702555,False,2.0130701919613063,-0.9999999999999999,23.704024521764264,0.8457888076617225,1.78221299581714e-19,0.01540289758768022,0.7134391513660889,-1.0,0.0
47,G,47,250,849.4298123027489,0.9120270728641856,False,2.00741877375022,-0.9999999999999999,38.97916961554076,0.5785854776506012,8.580978860111634e-10,0.015158881981145794,0.6713521640470582,-1.0,0.0
47,K,47,250,170.11634700063078,0.9973887237905412,False,2.02735377814966,-0.9999999999999999,14.449377824494665,0.8460465236193188,1.7175765315498919e-19,0.074349374449886,0.7869164280408125,-1.0,0.0
47,L,47,250,573.1308694162625,0.9433274735008621,False,2.02671132879909,-0.9999999999999999,23.352111376403634,0.7626995733709278,2.4560961947872045e-15,0.021423400212964003,0.6389389518509834,-0.9998766574159728,5.062385131976815e-81
47,S,47,250,943.9100905779022,0.9985123633073837,False,2.0053599650837617,-0.9999998186803796,22.04872091853076,0.9258683075189194,1.7131881289632077e-26,0.014254968920229592,0.8024742481401343,-1.0,0.0
48,E,48,250,666.4244397487143,0.9773409761635001,False,2.0170926783497514,-0.9999999999999999,22.149301966377745,0.8398202030684333,1.6321366089599592e-19,0.019478903769082935,0.7094521275840964,-1.0,0.0
48,G,48,250,1120.6595123225131,0.9602744285667634,False,2.0023010296253108,-0.9999999999999999,34.40830907897456,0.7557419488696728,2.2771694328222725e-15,0.012116090868602675,0.7521343452271855,-1.0,0.0
48,K,48,250,192.4127650852281,0.9799689956462758,False,2.0262309991728715,-0.9999999999999999,26.546703472960544,0.6335791564813668,2.2718462601844617e-11,0.06675109379796301,0.7563004255688038,-1.0,0.0
48,L,48,250,510.5014730385882,0.9427245259848054,False,2.0306307622280113,-0.9999999999999999,23.120617958467466,0.7556886555598569,2.2884509472768338e-15,0.02442344648876807,0.6365499011899066,-0.9998843663274747,1.8406721482001562e-83
48,S,48,250,436.64923988488664,0.9980598319819962,False,0.7438842958171317,0.25981654007098975,23.822573601344676,0.9499419446691975,6.633633963507142e-31,0.011395140473616049,0.8162348355575572,-1.0,0.0
49,E,49,250,611.478794888829,0.9729876038104309,False,2.0192588869043515,-0.9999999999999999,22.958503729682302,0.8108032376649419,3.0246216153690392e-18,0.021516557417745084,0.700647253753447,-1.0,0.0
49,G,49,250,973.2540891869132,0.9933148602587223,False,2.0042162009878277,-0.999999999947013,24.758232097748426,0.8734481553756955,2.8083800710562688e-22,0.01425838241481215,0.7854549796385499,-1.0,0.0
49,K,49,250,69.59132118319265,0.9971805447518631,False,1.0529888490884474,-0.025184562198427914,14.530303690263167,0.9104062461678356,9.774289292433361e-26,0.08365440896114304,0.8278267556693323,-1.0,0.0
49,L,49,250,564.6942228381669,0.9416607792643225,False,2.028411159952637,-0.9999999999957974,24.000084816659278,0.7586518585879473,8.436388386941659e-16,0.02251267002531007,0.6341636621700995,-0.9998914459400782,6.475205688664054e-86
49,S,49,250,415.6080637252381,0.9988772442645092,False,0.8801235501714616,0.12449203529998668,22.978170393955892,0.9357764787756389,4.559956657567403e-29,0.014418632725781472,0.8173398133173293,-1.0,0.0
50,E,50,250,613.997186974871,0.9699721768003208,False,2.0199195764847944,-0.9999999999999999,25.936431293757288,0.7964024073543717,7.360946109177668e-18,0.021760576113064912,0.6941011923486606,-0.9999999999999999,0.0
50,G,50,250,1118.305604966088,0.9945738411858318,False,2.00142790199528,-0.9999999999999998,27.096713299119045,0.8814689315996963,2.1127605104283875e-23,0.012806372561029343,0.8046728165639199,-0.9999999999999999,0.0
50,K,50,250,142.95615292666818,0.996010170943497,False,2.038942232791119,-0.9999999999999954,14.944214302543314,0.8686133575745761,2.392162062655923e-22,0.0916690745593058,0.779302677062875,-0.9999999999999999,0.0
50,L,50,250,432.51347747449984,0.9424984874063964,False,2.037663835802088,-0.9999999999999961,23.55089387002889,0.7455654021133871,1.430218057312952e-15,0.029732126856978708,0.6335745436715721,-0.9998979591836733,2.205439428138475e-88
50,S,50,250,67.22174617108692,0.9986663151400673,False,0.1399978055203274,0.863583521504706,23.707872890610094,0.9750290202016032,2.5620167139371197e-39,0.011065551619543819,0.866843857213414,-0.9999999999999999,0.0
