path_type,seq_from,seq_to,category,n_from,n_to,W2_distance,delta_n,action_A,is_bio
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,18.0,30.0,2.215101849519657,12.0,2.327926596306965,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,18.0,50.0,3.714398110912237,32.0,3.831880648719569,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,18.0,10.0,3.181352037403529,8.0,3.2923381602902104,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,18.0,30.0,8.047382080851705,12.0,8.160206827639012,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,18.0,50.0,9.23873111849443,32.0,9.356213656301762,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,18.0,10.0,4.281444033769996,8.0,4.392430156656677,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,18.0,30.0,2.3350341277972935,12.0,2.4478588745846013,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,18.0,50.0,4.397999097083322,32.0,4.515481634890654,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_18,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,18.0,10.0,2.7617821431950693,8.0,2.8727682660817506,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K0_L10_10,HET_BLOCK_to_HET_COMP,2.0,10.0,3.113118528415423,8.0,3.2241046513021043,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,2.0,30.0,4.7153503897921585,28.0,4.832186868942091,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,2.0,50.0,4.965813608792499,48.0,5.085272710283052,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,2.0,10.0,3.7929930276109602,8.0,3.9039791504976415,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,2.0,30.0,8.818155192864797,28.0,8.934991672014728,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,2.0,50.0,10.606133228297425,48.0,10.725592329787977,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,2.0,10.0,3.3508029853773613,8.0,3.4617891082640426,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,2.0,30.0,3.8488730582385307,28.0,3.965709537388463,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,2.0,50.0,5.465302825059933,48.0,5.5847619265504855,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_2,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,2.0,10.0,3.179750790262536,8.0,3.2907369131492175,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K0_L10_10,HET_BLOCK_to_HET_COMP,20.0,10.0,3.0318500546926734,10.0,3.1438395310566656,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,20.0,30.0,2.2646381004843192,10.0,2.3766275768483114,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,20.0,50.0,1.6457663369060385,30.0,1.7629362729284643,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,20.0,10.0,2.501396912317524,10.0,2.613386388681516,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,20.0,30.0,6.1372884317321805,10.0,6.249277908096172,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,20.0,50.0,8.012618007809097,30.0,8.129787943831522,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,20.0,10.0,2.7601374694365566,10.0,2.8721269458005487,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,20.0,30.0,2.3955027282204933,10.0,2.5074922045844854,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,20.0,50.0,2.0204502048675557,30.0,2.1376201408899815,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_20,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,20.0,10.0,2.637022814773415,10.0,2.749012291137407,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K0_L10_10,HET_BLOCK_to_HET_COMP,25.0,10.0,3.3219393963759036,15.0,3.4358023399871027,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,25.0,30.0,4.096442635804899,5.0,4.205401433151039,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,25.0,50.0,2.4760760358543235,25.0,2.592366518544431,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,25.0,10.0,4.277770454801416,15.0,4.391633398412615,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,25.0,30.0,5.547319720216502,5.0,5.656278517562642,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,25.0,50.0,7.459339015631546,25.0,7.5756294983216526,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,25.0,10.0,3.1187754804629315,15.0,3.2326384240741306,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,25.0,30.0,2.744020277839861,5.0,2.8529790751860014,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,25.0,50.0,3.424300127686711,25.0,3.5405906103768188,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_25,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,25.0,10.0,3.207301688506398,15.0,3.321164632117597,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K0_L10_10,HET_BLOCK_to_HET_COMP,4.0,10.0,3.4355542470134974,6.0,3.545283797758774,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,4.0,30.0,2.3426909545753944,26.0,2.4591701389054164,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,4.0,50.0,4.164588111249188,46.0,4.283838849257738,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,4.0,10.0,1.5512496329711034,6.0,1.66097918371638,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,4.0,30.0,8.58848345815368,26.0,8.704962642483702,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,4.0,50.0,10.10039119843447,46.0,10.21964193644302,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,4.0,10.0,3.9300041613433643,6.0,4.0397337120886405,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,4.0,30.0,3.673715937959584,26.0,3.7901951222896058,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,4.0,50.0,4.113361803641385,46.0,4.232612541649935,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_4,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,4.0,10.0,3.1188549458588257,6.0,3.2285844966041024,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K0_L10_10,HET_BLOCK_to_HET_COMP,6.0,10.0,1.5457340624058624,4.0,1.653781251968033,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,6.0,30.0,1.699865888279345,24.0,1.815960267403686,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,6.0,50.0,3.079788550597078,44.0,3.1988218630459295,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,6.0,10.0,1.4248051315290764,4.0,1.532852321091247,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,6.0,30.0,7.677908919582524,24.0,7.794003298706865,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,6.0,50.0,9.30290668312652,44.0,9.421939995575372,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,6.0,10.0,2.618969993404308,4.0,2.7270171829664784,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,6.0,30.0,1.9015454417434,24.0,2.017639820867741,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,6.0,50.0,3.546907210428915,44.0,3.665940522877767,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_6,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,6.0,10.0,1.2113134669287915,4.0,1.3193606564909621,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K0_L10_10,HET_BLOCK_to_HET_COMP,8.0,10.0,1.420793530914268,2.0,1.5262865923576088,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K0_L10_30,HET_BLOCK_to_HET_COMP,8.0,30.0,3.3490267631368003,22.0,3.464704234216446,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K0_L10_50,HET_BLOCK_to_HET_COMP,8.0,50.0,3.695488481174336,42.0,3.8142944817528037,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K10_L0_10,HET_BLOCK_to_HET_COMP,8.0,10.0,3.309281507701489,2.0,3.41477456914483,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K10_L0_30,HET_BLOCK_to_HET_COMP,8.0,30.0,7.803467587982874,22.0,7.91914505906252,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K10_L0_50,HET_BLOCK_to_HET_COMP,8.0,50.0,9.719365273171107,42.0,9.838171273749575,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,8.0,10.0,2.438092714215162,2.0,2.5435857756585025,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K2_L8_30,HET_BLOCK_to_HET_COMP,8.0,30.0,1.9625626832942025,22.0,2.078240154373848,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K2_L8_50,HET_BLOCK_to_HET_COMP,8.0,50.0,4.542774364406039,42.0,4.6615803649845065,True
HET_BLOCK_to_HET_COMP,HET_BLOCK_EL_8,HET_COMP_K4_L6_10,HET_BLOCK_to_HET_COMP,8.0,10.0,1.6754616081598355,2.0,1.7809546696031762,True
null_random,HET_ALT_KE_10,HET_ALT_EL_25,HET_ALT_to_HET_ALT,10.0,25.0,2.144218887313693,15.0,2.2580818309248922,False
null_random,HET_BLOCK_KE_2,HET_IDP_QN_25,HET_BLOCK_to_HET_IDP,2.0,25.0,8.265086068187037,23.0,8.380976337338776,False
null_random,HET_IDP_PABPN1_8,HET_KAPPA_0.0_20,HET_IDP_to_HET_KAPPA,8.0,20.0,0.8244076630544895,12.0,0.9372324098417972,False
null_random,HET_BLOCK_KE_4,HET_ALT_KE_6,HET_BLOCK_to_HET_ALT,4.0,6.0,1.705561210399984,2.0,1.8110542718433247,False
null_random,HET_IDP_LAF1_12,HET_KAPPA_1.0_20,HET_IDP_to_HET_KAPPA,12.0,20.0,2.9336340122234597,8.0,3.044620135110141,False
null_random,HET_ALT_GS_10,HET_BLOCK_GE_15,HET_ALT_to_HET_BLOCK,10.0,15.0,1.2417337694391113,5.0,1.3506925667852516,False
null_random,HET_BLOCK_EL_2,HET_BLOCK_KL_12,HET_BLOCK_to_HET_BLOCK,2.0,12.0,4.715084124675711,10.0,4.827073601039702,False
null_random,HET_ALT_KE_6,HET_ALT_KL_8,HET_ALT_to_HET_ALT,6.0,8.0,1.1022002140721765,2.0,1.2076932755155172,False
null_random,HET_IDP_QN_5,HET_IDP_FUS_2,HET_IDP_to_HET_IDP,5.0,2.0,2.3197517302930595,3.0,2.426683202098659,False
null_random,HET_IDP_ASYN_4,HET_IDP_DDX4_8,HET_IDP_to_HET_IDP,4.0,8.0,2.3181739684732725,4.0,2.426221158035443,False
null_random,HET_IDP_TAU_4,HET_IDP_FUS_4,HET_IDP_to_HET_IDP,4.0,4.0,1.8567689934339826,0.0,1.9567689934339827,False
null_random,HET_BLOCK_KE_6,HET_IDP_RGG_3,HET_BLOCK_to_HET_IDP,6.0,3.0,2.7551847112469705,3.0,2.86211618305257,False
null_random,HET_COMP_K10_L0_30,HET_COMP_K2_L8_30,HET_COMP_to_HET_COMP,30.0,30.0,7.552256543062188,0.0,7.652256543062188,False
null_random,HET_COMP_K2_L8_30,HET_IDP_ASYN_10,HET_COMP_to_HET_IDP,30.0,10.0,4.363708312544031,20.0,4.478930924732647,False
null_random,HET_KAPPA_0.0_60,HET_BLOCK_EL_8,HET_KAPPA_to_HET_BLOCK,60.0,8.0,4.034361195213731,52.0,4.1542126547814915,False
null_random,HET_IDP_LAF1_20,HET_IDP_FUS_4,HET_IDP_to_HET_IDP,20.0,4.0,6.032919778877378,16.0,6.147085845597659,False
null_random,HET_IDP_EWSR1_5,HET_IDP_LAF1_15,HET_IDP_to_HET_IDP,5.0,15.0,2.5846682371597463,10.0,2.6966577135237384,False
null_random,HET_IDP_CPEB4_12,HET_IDP_ASYN_3,HET_IDP_to_HET_IDP,12.0,3.0,2.872952644669178,9.0,2.9844655701341485,False
null_random,HET_IDP_LAF1_8,HET_BLOCK_EL_25,HET_IDP_to_HET_BLOCK,8.0,25.0,2.105614083802298,17.0,2.220065942591779,False
null_random,HET_BLOCK_EL_12,HET_COMP_K2_L8_10,HET_BLOCK_to_HET_COMP,12.0,10.0,2.7235777746087915,2.0,2.829070836052132,False
null_random,HET_ALT_EL_20,HET_KAPPA_0.7_20,HET_ALT_to_HET_KAPPA,20.0,20.0,5.247232464433183,0.0,5.347232464433183,False
null_random,HET_IDP_DDX4_25,HET_IDP_ASYN_7,HET_IDP_to_HET_IDP,25.0,7.0,5.945761307851027,18.0,6.060483502746859,False
null_random,HET_IDP_TAU_2,HET_KAPPA_0.7_20,HET_IDP_to_HET_KAPPA,2.0,20.0,3.524626197882327,18.0,3.6393483927781594,False
null_random,HET_BLOCK_EL_15,HET_ALT_KE_4,HET_BLOCK_to_HET_ALT,15.0,4.0,3.773717706272656,11.0,3.886142239521596,False
null_random,HET_BLOCK_KE_20,HET_KAPPA_0.5_20,HET_BLOCK_to_HET_KAPPA,20.0,20.0,1.9738749110940157,0.0,2.073874911094016,False
null_random,HET_ALT_EL_15,HET_IDP_DDX4_10,HET_ALT_to_HET_IDP,15.0,10.0,2.4588085353364444,5.0,2.567767332682585,False
null_random,HET_ALT_EL_15,HET_ALT_EL_12,HET_ALT_to_HET_ALT,15.0,12.0,1.7699406451737283,3.0,1.8768721169793279,False
null_random,HET_COMP_K10_L0_50,HET_IDP_TAU_6,HET_COMP_to_HET_IDP,50.0,6.0,8.544393872925195,44.0,8.663427185374045,False
null_random,HET_ALT_KL_3,HET_IDP_CPEB4_10,HET_ALT_to_HET_IDP,3.0,10.0,4.202880394302311,7.0,4.31327760201071,False
null_random,HET_IDP_PABPN1_25,HET_ALT_KE_20,HET_IDP_to_HET_ALT,25.0,20.0,4.5108613813617335,5.0,4.619820178707873,False
null_random,HET_IDP_DDX4_10,HET_COMP_K0_L10_30,HET_IDP_to_HET_COMP,10.0,30.0,2.848371027755863,20.0,2.9635936399444804,False
null_random,HET_ALT_EL_15,HET_IDP_QN_25,HET_ALT_to_HET_IDP,15.0,25.0,5.732850416693909,10.0,5.8448398930579,False
null_random,HET_IDP_RGG_12,HET_BLOCK_GE_12,HET_IDP_to_HET_BLOCK,12.0,12.0,3.023256864191573,0.0,3.123256864191573,False
null_random,HET_IDP_QN_8,HET_IDP_LAF1_3,HET_IDP_to_HET_IDP,8.0,3.0,2.8421399204162316,5.0,2.951098717762372,False
null_random,HET_IDP_LAF1_5,HET_ALT_KE_5,HET_IDP_to_HET_ALT,5.0,5.0,2.6960505310490004,0.0,2.7960505310490005,False
null_random,HET_COMP_K6_L4_30,HET_KAPPA_0.3_60,HET_COMP_to_HET_KAPPA,30.0,60.0,3.942562180126819,30.0,4.059732116149244,False
null_random,HET_IDP_LAF1_2,HET_IDP_PABPN1_10,HET_IDP_to_HET_IDP,2.0,10.0,3.7497272083267217,8.0,3.860713331213403,False
null_random,HET_IDP_EWSR1_5,HET_BLOCK_EL_20,HET_IDP_to_HET_BLOCK,5.0,20.0,1.1496030705347442,15.0,1.2634660141459433,False
null_random,HET_BLOCK_EL_12,HET_IDP_RGG_4,HET_BLOCK_to_HET_IDP,12.0,4.0,1.8757651903590824,8.0,1.9867513132457635,False
null_random,HET_IDP_QN_20,HET_KAPPA_0.0_60,HET_IDP_to_HET_KAPPA,20.0,60.0,1.7866385900051256,40.0,1.9052064503386472,False
null_random,HET_BLOCK_KE_4,HET_ALT_GS_2,HET_BLOCK_to_HET_ALT,4.0,2.0,2.5829362958484254,2.0,2.688429357291766,False
null_random,HET_KAPPA_0.3_60,HET_ALT_KE_8,HET_KAPPA_to_HET_ALT,60.0,8.0,4.299992272222838,52.0,4.419843731790598,False
null_random,HET_BLOCK_GE_12,HET_IDP_LAF1_12,HET_BLOCK_to_HET_IDP,12.0,12.0,2.6049036755265593,0.0,2.7049036755265594,False
null_random,HET_BLOCK_KL_15,HET_IDP_LAF1_4,HET_BLOCK_to_HET_IDP,15.0,4.0,3.343103729297527,11.0,3.455528262546467,False
null_random,HET_BLOCK_KL_10,HET_IDP_QN_6,HET_BLOCK_to_HET_IDP,10.0,6.0,0.7089459800023027,4.0,0.8169931695644732,False
null_random,HET_IDP_QN_6,HET_IDP_DDX4_6,HET_IDP_to_HET_IDP,6.0,6.0,1.5416319289903913,0.0,1.6416319289903913,False
null_random,HET_ALT_GS_3,HET_IDP_TAU_4,HET_ALT_to_HET_IDP,3.0,4.0,3.206903334495931,1.0,3.310369070398731,False
null_random,HET_ALT_KE_5,HET_IDP_FUS_2,HET_ALT_to_HET_IDP,5.0,2.0,2.4091073051691674,3.0,2.5160387769747667,False
null_random,HET_ALT_KE_15,HET_ALT_KL_5,HET_ALT_to_HET_ALT,15.0,5.0,2.2092330613570423,10.0,2.3212225377210345,False
null_random,HET_BLOCK_KE_6,HET_BLOCK_KE_25,HET_BLOCK_to_HET_BLOCK,6.0,25.0,4.372625638687013,19.0,4.487604300054782,False
null_random,HET_IDP_LAF1_6,HET_ALT_KE_5,HET_IDP_to_HET_ALT,6.0,5.0,4.029406601967989,1.0,4.132872337870788,False
null_random,HET_IDP_CPEB4_12,HET_IDP_TAU_10,HET_IDP_to_HET_IDP,12.0,10.0,1.8522483266729195,2.0,1.9577413881162602,False
null_random,HET_BLOCK_KE_12,HET_IDP_TAU_6,HET_BLOCK_to_HET_IDP,12.0,6.0,1.0493739153665196,6.0,1.1591034661117963,False
null_random,HET_IDP_ASYN_8,HET_KAPPA_0.5_20,HET_IDP_to_HET_KAPPA,8.0,20.0,2.3111673292805954,12.0,2.4239920760679032,False
null_random,HET_COMP_K2_L8_10,HET_ALT_KE_8,HET_COMP_to_HET_ALT,10.0,8.0,1.456872377555181,2.0,1.5623654389985218,False
null_random,HET_ALT_KL_4,HET_BLOCK_EL_25,HET_ALT_to_HET_BLOCK,4.0,25.0,3.6530317770191605,21.0,3.768486989285952,False
null_random,HET_IDP_CPEB4_2,HET_IDP_EWSR1_25,HET_IDP_to_HET_IDP,2.0,25.0,7.769403661643569,23.0,7.885293930795308,False
null_random,HET_BLOCK_GE_20,HET_IDP_LAF1_5,HET_BLOCK_to_HET_IDP,20.0,5.0,1.2628788355049472,15.0,1.3767417791161463,False
null_random,HET_KAPPA_0.9_40,HET_KAPPA_0.7_60,HET_KAPPA_to_HET_KAPPA,40.0,60.0,2.951249900285329,20.0,3.0664725124739465,False
null_random,HET_ALT_KL_25,HET_BLOCK_EL_25,HET_ALT_to_HET_BLOCK,25.0,25.0,3.655031309459244,0.0,3.7550313094592442,False
null_random,HET_KAPPA_0.3_20,HET_ALT_EL_8,HET_KAPPA_to_HET_ALT,20.0,8.0,2.301730335380081,12.0,2.414555082167389,False
null_random,HET_ALT_EL_5,HET_IDP_FUS_10,HET_ALT_to_HET_IDP,5.0,10.0,2.901381348438406,5.0,3.0103401457845465,False
null_random,HET_KAPPA_0.3_20,HET_ALT_EL_15,HET_KAPPA_to_HET_ALT,20.0,15.0,0.6603018503899365,5.0,0.7692606477360767,False
null_random,HET_KAPPA_0.5_20,HET_BLOCK_KE_8,HET_KAPPA_to_HET_BLOCK,20.0,8.0,1.6838740563947996,12.0,1.7966988031821074,False
null_random,HET_IDP_CPEB4_6,HET_KAPPA_1.0_60,HET_IDP_to_HET_KAPPA,6.0,60.0,3.8250439808695824,54.0,3.945080646795745,False
null_random,HET_BLOCK_GE_25,HET_ALT_KL_15,HET_BLOCK_to_HET_ALT,25.0,15.0,2.208449135205599,10.0,2.320438611569591,False
null_random,HET_IDP_QN_10,HET_ALT_KE_15,HET_IDP_to_HET_ALT,10.0,15.0,0.9523532717409076,5.0,1.061312069087048,False
null_random,HET_COMP_K10_L0_50,HET_COMP_K2_L8_50,HET_COMP_to_HET_COMP,50.0,50.0,7.414115121120732,0.0,7.5141151211207315,False
null_random,HET_ALT_EL_6,HET_IDP_CPEB4_8,HET_ALT_to_HET_IDP,6.0,8.0,2.8907477691126773,2.0,2.996240830556018,False
null_random,HET_ALT_EL_6,HET_ALT_KL_3,HET_ALT_to_HET_ALT,6.0,3.0,2.406779717830154,3.0,2.5137111896357536,False
null_random,HET_BLOCK_GE_10,HET_ALT_KE_18,HET_BLOCK_to_HET_ALT,10.0,18.0,3.123365542694094,8.0,3.234351665580775,False
null_random,HET_IDP_ASYN_7,HET_IDP_ASYN_1,HET_IDP_to_HET_IDP,7.0,1.0,5.033755442157862,6.0,5.143484992903137,False
null_random,HET_IDP_QN_2,HET_IDP_PABPN1_2,HET_IDP_to_HET_IDP,2.0,2.0,2.5720818207667957,0.0,2.672081820766796,False
null_random,HET_IDP_ASYN_10,HET_IDP_QN_10,HET_IDP_to_HET_IDP,10.0,10.0,3.1858703727669395,0.0,3.2858703727669396,False
null_random,HET_IDP_TAU_4,HET_ALT_EL_15,HET_IDP_to_HET_ALT,4.0,15.0,2.9762952196191215,11.0,3.0887197528680614,False
null_random,HET_IDP_FUS_12,HET_IDP_PABPN1_25,HET_IDP_to_HET_IDP,12.0,25.0,3.7990924208665215,13.0,3.912287707514598,False
null_random,HET_IDP_DDX4_10,HET_IDP_FUS_18,HET_IDP_to_HET_IDP,10.0,18.0,2.7554013390679852,8.0,2.8663874619546665,False
null_random,HET_ALT_KE_3,HET_BLOCK_KL_18,HET_ALT_to_HET_BLOCK,3.0,18.0,3.7814975924168537,15.0,3.8953605360280528,False
null_random,HET_ALT_KL_4,HET_IDP_EWSR1_18,HET_ALT_to_HET_IDP,4.0,18.0,5.311534926430316,14.0,5.4250751774358275,False
null_random,HET_ALT_KE_6,HET_KAPPA_0.0_40,HET_ALT_to_HET_KAPPA,6.0,40.0,3.2254171624316417,34.0,3.3431939027390887,False
null_random,HET_IDP_RGG_6,HET_IDP_ASYN_9,HET_IDP_to_HET_IDP,6.0,9.0,2.9329997238113776,3.0,3.039931195616977,False
null_random,HET_IDP_PABPN1_12,HET_IDP_EWSR1_6,HET_IDP_to_HET_IDP,12.0,6.0,3.629787995666096,6.0,3.739517546411373,False
null_random,HET_ALT_KE_10,HET_IDP_FUS_18,HET_ALT_to_HET_IDP,10.0,18.0,2.450109389239553,8.0,2.561095512126234,False
null_random,HET_BLOCK_EL_15,HET_IDP_EWSR1_5,HET_BLOCK_to_HET_IDP,15.0,5.0,2.1572864183317995,10.0,2.2692758946957916,False
null_random,HET_IDP_TAU_8,HET_ALT_KL_15,HET_IDP_to_HET_ALT,8.0,15.0,2.1015123234450557,7.0,2.211909531153455,False
null_random,HET_IDP_RGG_25,HET_IDP_DDX4_25,HET_IDP_to_HET_IDP,25.0,25.0,0.9971185004116944,0.0,1.0971185004116943,False
null_random,HET_ALT_GS_2,HET_IDP_TAU_15,HET_ALT_to_HET_IDP,2.0,15.0,9.041843301362153,13.0,9.155038588010228,False
null_random,HET_IDP_EWSR1_5,HET_IDP_PABPN1_6,HET_IDP_to_HET_IDP,5.0,6.0,0.6018267837359261,1.0,0.7052925196387259,False
null_random,HET_IDP_DDX4_15,HET_IDP_RGG_4,HET_IDP_to_HET_IDP,15.0,4.0,3.2342220837084747,11.0,3.3466466169574147,False
null_random,HET_BLOCK_KL_8,HET_IDP_QN_8,HET_BLOCK_to_HET_IDP,8.0,8.0,1.3494088104942852,0.0,1.4494088104942853,False
null_random,HET_IDP_TAU_4,HET_IDP_CPEB4_6,HET_IDP_to_HET_IDP,4.0,6.0,2.7122944487188376,2.0,2.8177875101621783,False
null_random,HET_IDP_DDX4_18,HET_KAPPA_0.3_20,HET_IDP_to_HET_KAPPA,18.0,20.0,2.951634728214991,2.0,3.0571277896583315,False
